domain,value_source,tag_0,tag_0_attr_0_name,tag_0_attr_0_value,tag_0_attr_1_name,tag_0_attr_1_value,tag_0_attr_2_name,tag_0_attr_2_value,tag_1,tag_1_attr_0_name,tag_1_attr_0_value,tag_1_attr_1_name,tag_1_attr_1_value,tag_1_attr_2_name,tag_1_attr_2_value,tag_2,tag_2_attr_0_name,tag_2_attr_0_value,tag_2_attr_1_name,tag_2_attr_1_value,tag_2_attr_2_name,tag_2_attr_2_value,value,is_target
backpackerlife.dk,attr,fefuncg,type,table,tablevalues,,,,fefuncr,color-interpolation-filters,srgb,,,,,fecolormatrix,id,wpduotonepurplegreen,,,,,0,00,
backpackerlife.dk,attr,fefuncb,type,table,tablevalues,,,,fefuncr,color-interpolation-filters,srgb,,,,,fecolormatrix,id,wpduotonepurplegreen,,,,,44.705.882.352.941,00,
backpackerlife.dk,attr,fefunca,type,table,tablevalues,,,,fefuncr,color-interpolation-filters,srgb,,,,,fecolormatrix,id,wpduotonepurplegreen,,,,,1,00,
backpackerlife.dk,attr,svg,xmlns,httpwwwworgsvg,viewbox,,width,,#text,data-rsssl,,class,producttemplatedefaultsinglesingleproductpostidwpembedresponsivethemevirtuewoocommercewoocommercepagewoocommercenojsmegamenumobilenavigationmegamenuprimarynavigationwidegasbraenderjetboilzipsort,,,#text,class,nojs,lang,dadk,itemscope,itemscope,3,00,
backpackerlife.dk,attr,svg,xmlns,httpwwwworgsvg,viewbox,,width,,#text,data-rsssl,,class,producttemplatedefaultsinglesingleproductpostidwpembedresponsivethemevirtuewoocommercewoocommercepagewoocommercenojsmegamenumobilenavigationmegamenuprimarynavigationwidegasbraenderjetboilzipsort,,,#text,class,nojs,lang,dadk,itemscope,itemscope,0,00,
backpackerlife.dk,attr,svg,xmlns,httpwwwworgsvg,viewbox,,width,,#text,data-rsssl,,class,producttemplatedefaultsinglesingleproductpostidwpembedresponsivethemevirtuewoocommercewoocommercepagewoocommercenojsmegamenumobilenavigationmegamenuprimarynavigationwidegasbraenderjetboilzipsort,,,#text,class,nojs,lang,dadk,itemscope,itemscope,0,00,
backpackerlife.dk,attr,fecolormatrix,color-interpolation-filters,srgb,type,matrix,values,,fecolormatrix,id,wpduotoneblueorange,,,,,filter,,,,,,,299,00,
backpackerlife.dk,attr,fefuncr,type,table,tablevalues,,,,fefuncr,color-interpolation-filters,srgb,,,,,fecolormatrix,id,wpduotoneblueorange,,,,,98.039.215.686.275,00,
backpackerlife.dk,attr,fefuncg,type,table,tablevalues,,,,fefuncr,color-interpolation-filters,srgb,,,,,fecolormatrix,id,wpduotoneblueorange,,,,,0,00,
backpackerlife.dk,attr,fefuncb,type,table,tablevalues,,,,fefuncr,color-interpolation-filters,srgb,,,,,fecolormatrix,id,wpduotoneblueorange,,,,,84.705.882.352.941,00,
backpackerlife.dk,attr,fefunca,type,table,tablevalues,,,,fefuncr,color-interpolation-filters,srgb,,,,,fecolormatrix,id,wpduotoneblueorange,,,,,1,00,
backpackerlife.dk,text,div,id,wrapper,class,container,,,#text,data-rsssl,,class,producttemplatedefaultsinglesingleproductpostidwpembedresponsivethemevirtuewoocommercewoocommercepagewoocommercenojsmegamenumobilenavigationmegamenuprimarynavigationwidegasbraenderjetboilzipsort,,,#text,class,nojs,lang,dadk,itemscope,itemscope,1,00,
backpackerlife.dk,text,div,id,wrapper,class,container,,,#text,data-rsssl,,class,producttemplatedefaultsinglesingleproductpostidwpembedresponsivethemevirtuewoocommercewoocommercepagewoocommercenojsmegamenumobilenavigationmegamenuprimarynavigationwidegasbraenderjetboilzipsort,,,#text,class,nojs,lang,dadk,itemscope,itemscope,1,00,
backpackerlife.dk,text,header,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,#text,id,wrapper,class,container,,,#text,data-rsssl,,class,producttemplatedefaultsinglesingleproductpostidwpembedresponsivethemevirtuewoocommercewoocommercepagewoocommercenojsmegamenumobilenavigationmegamenuprimarynavigationwidegasbraenderjetboilzipsort,,,1,00,
backpackerlife.dk,text,header,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,#text,id,wrapper,class,container,,,#text,data-rsssl,,class,producttemplatedefaultsinglesingleproductpostidwpembedresponsivethemevirtuewoocommercewoocommercepagewoocommercenojsmegamenumobilenavigationmegamenuprimarynavigationwidegasbraenderjetboilzipsort,,,1,00,
backpackerlife.dk,text,header,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,#text,id,wrapper,class,container,,,#text,data-rsssl,,class,producttemplatedefaultsinglesingleproductpostidwpembedresponsivethemevirtuewoocommercewoocommercepagewoocommercenojsmegamenumobilenavigationmegamenuprimarynavigationwidegasbraenderjetboilzipsort,,,1,00,
backpackerlife.dk,text,div,class,container,style,widthpx,id,desktoptopbar,#text,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,#text,id,wrapper,class,container,,,1,00,
backpackerlife.dk,attr,div,class,container,style,widthpx,id,desktoptopbar,#text,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,#text,id,wrapper,class,container,,,990,00,
backpackerlife.dk,text,div,class,container,style,widthpx,id,desktoptopbar,#text,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,#text,id,wrapper,class,container,,,1,00,
backpackerlife.dk,text,div,class,container,style,widthpx,id,desktoptopbar,#text,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,#text,id,wrapper,class,container,,,1,00,
backpackerlife.dk,text,div,id,topbarinfo,,,,,#text,class,container,style,widthpx,id,desktoptopbar,#text,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,1,00,
backpackerlife.dk,text,div,class,topbarcell,,,,,#text,id,topbarinfo,,,,,#text,class,container,style,widthpx,id,desktoptopbar,1,00,
backpackerlife.dk,text,div,class,topbarcell,,,,,#text,id,topbarinfo,,,,,#text,class,container,style,widthpx,id,desktoptopbar,499,00,
backpackerlife.dk,text,div,class,topbarcell,,,,,#text,id,topbarinfo,,,,,#text,class,container,style,widthpx,id,desktoptopbar,100,00,
backpackerlife.dk,text,div,class,container,,,,,#text,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,#text,id,wrapper,class,container,,,40,00,
backpackerlife.dk,attr,div,class,colmdclearfixkadheaderleft,,,,,#text,class,row,id,removeheaderformobile,,,#text,class,container,,,,,4,00,
backpackerlife.dk,attr,img,src,httpsbackpackerlifedkwpcontentuploadsbllogotranspng,alt,backpackerlifedk,class,kadstandardlogo,#text,id,thelogo,,,,,#text,class,brandlogofont,href,httpsbackpackerlifedk,,,2.017,00,
backpackerlife.dk,attr,img,src,httpsbackpackerlifedkwpcontentuploadsbllogotranspng,alt,backpackerlifedk,class,kadretinalogo,img,,,,,,,#text,id,thelogo,,,,,2.017,00,
backpackerlife.dk,attr,img,src,dataimagesvgxmlcsvgxmlnshttpwwwworgsvgviewboxecsvge,data-src,httpsbackpackerlifedkwpcontentuploadsbllogotranspng,alt,backpackerlifedk,#text,id,thelogo,,,,,#text,class,brandlogofont,href,httpsbackpackerlifedk,,,3,00,
backpackerlife.dk,attr,img,src,dataimagesvgxmlcsvgxmlnshttpwwwworgsvgviewboxecsvge,data-src,httpsbackpackerlifedkwpcontentuploadsbllogotranspng,alt,backpackerlifedk,#text,id,thelogo,,,,,#text,class,brandlogofont,href,httpsbackpackerlifedk,,,2.017,00,
backpackerlife.dk,attr,div,class,colmdkadheaderright,id,removeheadercheckout,,,#text,class,row,id,removeheaderformobile,,,#text,class,container,,,,,8,00,
backpackerlife.dk,attr,div,style,displayinlineblockfloatrightheightpxverticalaligncenterpaddingtoppxwidthpx,,,,,#text,class,colmdkadheaderright,id,removeheadercheckout,,,#text,class,row,id,removeheaderformobile,,,60,00,
backpackerlife.dk,attr,svg,version,,class,dgwtwcasicomagnifier,xmlns,httpwwwworgsvg,#text,class,dgwtwcassfwrapp,,,,,#text,class,dgwtwcassearchform,role,search,action,httpsbackpackerlifedk,1,10,
backpackerlife.dk,attr,svg,version,,class,dgwtwcasicomagnifier,xmlns,httpwwwworgsvg,#text,class,dgwtwcassfwrapp,,,,,#text,class,dgwtwcassearchform,role,search,action,httpsbackpackerlifedk,3,00,
backpackerlife.dk,attr,path,fill,,d,mlccsscllzmcsssz,,,#text,version,,class,dgwtwcasicomagnifier,xmlns,httpwwwworgsvg,#text,class,dgwtwcassfwrapp,,,,,444,00,
backpackerlife.dk,attr,path,fill,,d,mlccsscllzmcsssz,,,#text,version,,class,dgwtwcasicomagnifier,xmlns,httpwwwworgsvg,#text,class,dgwtwcassfwrapp,,,,,51.539,49,
backpackerlife.dk,attr,label,class,screenreadertext,for,dgwtwcassearchinput,,,#text,class,dgwtwcassfwrapp,,,,,#text,class,dgwtwcassearchform,role,search,action,httpsbackpackerlifedk,1,00,
backpackerlife.dk,attr,input,id,dgwtwcassearchinput,type,search,class,dgwtwcassearchinput,#text,class,dgwtwcassfwrapp,,,,,#text,class,dgwtwcassearchform,role,search,action,httpsbackpackerlifedk,1,00,
backpackerlife.dk,attr,input,type,hidden,name,dgwtwcas,value,,#text,class,dgwtwcassfwrapp,,,,,#text,class,dgwtwcassearchform,role,search,action,httpsbackpackerlifedk,1,00,
backpackerlife.dk,attr,img,class,tpimage,src,wpcontentuploadstrustpilotstarspng,style,widthpx,img,href,httpsdktrustpilotcomreviewbackpackerlifedk,target,blank,,,a,class,tpshowheader,,,,,2.020,00,
backpackerlife.dk,attr,img,class,tpimage,src,wpcontentuploadstrustpilotstarspng,style,widthpx,img,href,httpsdktrustpilotcomreviewbackpackerlifedk,target,blank,,,a,class,tpshowheader,,,,,150,00,
backpackerlife.dk,attr,img,class,cartimage,src,wpcontentuploadsshoppingbagoutlineepng,style,floatrightheightpx,img,class,menucartbig,onclick,locationhrefcart,,,#text,class,colmdkadheaderright,id,removeheadercheckout,,,2.016,00,
backpackerlife.dk,attr,img,class,cartimage,src,wpcontentuploadsshoppingbagoutlineepng,style,floatrightheightpx,img,class,menucartbig,onclick,locationhrefcart,,,#text,class,colmdkadheaderright,id,removeheadercheckout,,,40,00,
backpackerlife.dk,attr,div,style,positionabsolutetoppxrightpxfontweightboldcolordcwidthpxtextaligncenter,,,,,img,class,menucartbig,onclick,locationhrefcart,,,#text,class,colmdkadheaderright,id,removeheadercheckout,,,22,00,
backpackerlife.dk,attr,span,style,fontweightboldpositionrelativetoppx,,,,,img,class,menucartbig,onclick,locationhrefcart,,,#text,class,colmdkadheaderright,id,removeheadercheckout,,,2,00,
backpackerlife.dk,attr,span,style,positionrelativetoppx,,,,,img,class,menucartbig,onclick,locationhrefcart,,,#text,class,colmdkadheaderright,id,removeheadercheckout,,,2,00,
backpackerlife.dk,attr,div,class,freeshippingtextheader,style,floatrightfontweightnormaldisplayinlinemargintoppxmarginrightpxpaddingpxpxpxwidthpxheightpxtextaligncenterverticalaligncenter,,,#text,class,colmdkadheaderright,id,removeheadercheckout,,,#text,class,row,id,removeheaderformobile,,,26,00,
backpackerlife.dk,text,div,id,mobilenavtrigger,class,navtrigger,,,#text,class,container,,,,,#text,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,40,00,
backpackerlife.dk,text,div,id,mobilenavtrigger,class,navtrigger,,,#text,class,container,,,,,#text,class,bannerheaderclass,itemscope,,itemtype,httpschemaorgwpheader,40,00,
backpackerlife.dk,text,div,class,mobilemenubl,,,,,#text,id,mobilenavtrigger,class,navtrigger,,,#text,class,container,,,,,40,00,
backpackerlife.dk,text,div,class,mennudropdown,,,,,#text,class,mobilemenubl,,,,,#text,id,mobilenavtrigger,class,navtrigger,,,40,00,
backpackerlife.dk,text,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,#text,class,mennudropdown,,,,,#text,class,mobilemenubl,,,,,40,00,
backpackerlife.dk,text,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,#text,class,mennudropdown,,,,,#text,class,mobilemenubl,,,,,40,00,
backpackerlife.dk,attr,div,class,megatoggleblockmegamenutoggleblockmegatoggleblock,id,megatoggleblock,tabindex,,div,class,megatoggleblocksleft,,,,,div,class,megamenutoggle,,,,,1,00,
backpackerlife.dk,attr,div,class,megatoggleblockmegamenutoggleblockmegatoggleblock,id,megatoggleblock,tabindex,,div,class,megatoggleblocksleft,,,,,div,class,megamenutoggle,,,,,1,00,
backpackerlife.dk,attr,div,class,megatoggleblockmegamenutoggleblockmegatoggleblock,id,megatoggleblock,tabindex,,div,class,megatoggleblocksleft,,,,,div,class,megamenutoggle,,,,,0,00,
backpackerlife.dk,text,ul,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,#text,class,mennudropdown,,,,,40,00,
backpackerlife.dk,text,ul,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,#text,class,mennudropdown,,,,,40,00,
backpackerlife.dk,text,ul,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,#text,class,mennudropdown,,,,,40,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypeposttypemegamenuitemobjectpagemegacurrentpageparentmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,li,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,41.269,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypeposttypemegamenuitemobjectpagemegacurrentpageparentmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,li,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,41.269,00,
backpackerlife.dk,attr,a,class,megamenulink,href,httpsbackpackerlifedkshop,tabindex,,a,class,megamenuitemmegamenuitemtypeposttypemegamenuitemobjectpagemegacurrentpageparentmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,li,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,0,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,li,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,105.604,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,li,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,40,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,li,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,105.604,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,li,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,div,id,megamenuwrapmobilenavigation,class,megamenuwrap,,,40,00,
backpackerlife.dk,text,ul,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,li,id,megamenumobilenavigation,class,megamenumaxmegamenumegamenuhorizontalmeganojs,data-event,hoverintent,40,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,105.603,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,105.603,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,105.530,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,105.530,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.227,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,40,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.227,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,40,00,
backpackerlife.dk,text,a,class,megamenulink,href,httpsbackpackerlifedkproduktkategoribackpackerrygsaekkevandrerygsaekke,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,40,00,
backpackerlife.dk,text,a,class,megamenulink,href,httpsbackpackerlifedkproduktkategoribackpackerrygsaekkevandrerygsaekke,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,40,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.719,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,75,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.719,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,75,00,
backpackerlife.dk,text,a,class,megamenulink,href,httpsbackpackerlifedkproduktkategoribackpackerrygsaekkestorerygsaekkel,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,75,00,
backpackerlife.dk,attr,a,class,megamenulink,href,httpsbackpackerlifedkproduktkategoribackpackerrygsaekkestorerygsaekkel,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,75,00,
backpackerlife.dk,text,a,class,megamenulink,href,httpsbackpackerlifedkproduktkategoribackpackerrygsaekkestorerygsaekkel,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,75,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.223,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,5,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.223,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,5,00,
backpackerlife.dk,text,a,class,megamenulink,href,httpsbackpackerlifedkproduktkategoribackpackerrygsaekkedaypacks,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,5,00,
backpackerlife.dk,text,a,class,megamenulink,href,httpsbackpackerlifedkproduktkategoribackpackerrygsaekkedaypacks,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,5,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,105.529,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,105.529,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.222,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,20,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.222,00,
backpackerlife.dk,text,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,20,00,
backpackerlife.dk,text,a,class,megamenulink,href,httpsbackpackerlifedkproduktkategoribackpackerrygsaekkecarryonrygsaekke,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,20,00,
backpackerlife.dk,text,a,class,megamenulink,href,httpsbackpackerlifedkproduktkategoribackpackerrygsaekkecarryonrygsaekke,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,20,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.225,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.225,00,
backpackerlife.dk,attr,li,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitem,id,megamenuitem,,,#text,class,megasubmenu,,,,,a,class,megamenuitemmegamenuitemtypetaxonomymegamenuitemobjectproductcatmegamenuitemhaschildrenmegaalignbottomleftmegamenuflyoutmegamenuitem,id,megamenuitem,,,41.221,00,
